despesa,tipo
I.S.   4%  s/Com. OUR Ord. Pag. Ref.20232169917,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20232169917,Fixo
Glovo 30OCT BRY7DWCJW,Comida
Glovo 29OCT BRUXYQWFH,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 27OCT BRU11GYQP,Comida
Glovo 27OCT BRGDAVZBB,Comida
Glovo 26OCT BR6QAVD1K,Comida
Glovo 26OCT BRAXNGEQW,Comida
LEV ATM 6251 CGD   Braga         C Com Nova Arc,Saques
IMPOSTO DO SELO,Fixo
CUSTO DE SERVICO INTERNACIONAL,Fixo
WWW.EPCPLC.COM B USD TC   0.9450596,Nerdisse
Glovo 25OCT BRWGNAYBT,Comida
Glovo 25OCT BR1QMLQW6,Comida
DD PT34100781 EDP COMERCIAL C 16010011942146,Contas
Glovo 24OCT BRX8ZVYCQ,Comida
"PAG SERV 21796/259625442 AGEREEMP.DE AGUAS,EFL",Contas
Glovo 23OCT BRUK9Z61C,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
VITAMINAS N ARCADA BRAG,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 21OCT BR. UWB1Y,Comida
Glovo 21OCT BRW9YU9CL,Comida
Glovo 20OCT BR1LN6BUU,Comida
Glovo 20OCT BRUJE36C1,Comida
Glovo 19OCT BRLJMSGRJ,Comida
Glovo 11OCT BRECAUC1D,Comida
OnlyFans,Nerdisse
OnlyFans,Nerdisse
Glovo GLOVO PRIME,Comida
DA  ELETROPAULO 56301179,Contas
"01- IOF CAMBIO",Fixo
AMERICANAS *FIT IN MONTEIRO,Fixo
ALURA,Nerdisse
BLOX COBRANC*DESM 02/06,Casa
Amazon Kindle Unltd,Nerdisse
AmazonPrimeBR,Nerdisse
ANUIDADE DIFERENCIADA 11/12,Fixo
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
EBN *SPOTIFY,Nerdisse
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 102023,Fixo
Glovo 08NOV BRSCMHGNJ,Comida
Glovo 08NOV BRBNX1E7A,Comida
Glovo 07NOV BRE7PN6NQ,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 06NOV BRUHLXMCG,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
C A MODAS BRAGA PR,Roupas
VITAMINAS BRAGA PQ BRAG,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 04NOV BRHS1KLWL,Comida
Glovo 03NOV BRNNF23ZZ,Comida
Glovo 03NOV BRNAGXVTQ,Comida
TRF P/ Lucinda dona da casa,Contas
FARMACIA MADALENA 4700207 BRAGA,Medico
HOSP PRIV BRAGA BRAGA,Medico
COMPANHIA SANDES BRG BR,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 02NOV BRLN1TFMT,Comida
Amazon,Nerdisse
Glovo Prime,Fixo
INT PAG TIT 775324902000,Fixo
TAR PACOTE ITAU OUT/23,Fixo
PIX TRANSF AGENCIA09/11,Final de Semana
"PAG SERV 21796/272295142 AGEREEMP.DE AGUAS,EFL",Contas
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 112023,Fixo
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
TRF P/ Lucinda dona da casa,Contas
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
MIGUELANGELGF1974.GMAI,Comida
AREAS MADRID ES,Comida
T4S01DL67 ARZABAL MARK,Comida
DEPILMEN MADRID ES,Final de Semana
AREAS PORTUGAL SA MAIA,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 23NOV BR1NA11GS Lisbon PR,Comida
"PAG SERV 21796/266084342 AGEREEMP.DE AGUAS,EFL",Contas
Glovo 22NOV BRZC11AWQ Lisbon PR,Comida
DD PT34100781 EDP COMERCIALC 16010011942146,Contas
Glovo 21NOV BR165WKX6 Lisbon PR,Comida
Glovo 20NOV BR8LQMN91 Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 19NOV BRH681JE1 Lisbon PR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 17NOV BRLLHPREJ Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 15NOV BRNLMEVZN Lisbon PR,Comida
FNAC BRAGA BRAGA PR,Nerdisse
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 14NOV BRAXYLCA2 Lisbon PR,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
HOSPITAL PRIV BRAGA 4715196 BRAGA,Medico
Glovo 13NOV BRGC8ZSQH Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
FNAC BRAGA BRAGA PR,Nerdisse
FNAC BRAGA BRAGA PR,Nerdisse
Glovo 12NOV BRADWTZRN Lisbon PR,Comida
TRF P/ CLUB TENIS BRAGA,Contas
Glovo 11NOV BRZCEL12W Lisbon PR,Comida
Glovo 11NOV BRMQNH4HL Lisbon PR,Comida
Glovo 10NOV BRLGLNXEL Lisbon PR,Comida
Glovo 10NOV BREXV15P1 Lisbon PR,Comida
Glovo 09NOV BRN2BBFAP Lisbon PR,Comida
Glovo 08NOV BRY1LKVRW Lisbon PR,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
ARTESANATO AEROPORTO,Comida
O GAROTO,Final de Semana
AMAZON MARKETPLACE,Nerdisse
Glovo GLOVO PRIME,Fixo
EDP,Contas
DA COMGAS 48353698,Contas
DA VIVO FIXO 9324810660,Contas
CASA NOVA CH2711,Comida
FARMACIA CEN2711,Supermercado
BAFFS CONGO27/11,Comida
PAG*VARANDA27/11,Comida
PAG*GUARUCO26/11,Final de Semana
CARREFOUR S26/11,Supermercado
CARREFOUR S26/11,Supermercado
BONITO ECOTO2811,Final de Semana
RESTAURANTE 2811,Comida
D B PERALTA28/11,Casa
PAG Restaur28/11,Comida
MERCADO VIL28/11,Comida
PAG*ERONASS28/11,Comida
BAGUETES PI28/11,Comida
DA ELETROPAULO 56301179,Contas
RESTAURANTE29/11,Comida
BAGUETES PIL2911,Comida
RECANTO ECOL3011,Comida
CASA NOVA C01/12,Comida
POUSADA GIR01/12,Final de Semana
ON IFOOD 0412,Comida
PIX TRANSF FABIO Z03/12,Comida
PIX QRS MARCOS KIYO04/12,Comida
TAR PACOTE ITAU NOV/23,Fixo
ON IFD*RESTAURA0512,Comida
SANTA CATAR05/12,Comida
CDB CENTR05/12,Fixo
NEUPARK 06/12,Fixo
PARADA DO A06/12,Comida
PAY IFOOD 06/12,Comida
CARREFOUR S06/12,Supermercado
PAY IFOOD 07/12,Comida
PAG REFUGIO08/12,Comida
VAMO TOMA U08/12,Comida
PAY IFOOD 08/12,Comida
PAG MANIADE11/12,Comida
PAY IFOOD 11/12,Comida
PAY IFOOD 10/12,Comida
PAY IFOOD 09/12,Comida
SAQUE 24H 900719816,Saques
DROGARIA SA09/12,Supermercado
VAMO TOMA U12/12,Comida
PAY IFOOD 12/12,Comida
PAY IFOOD 13/12,Comida
PAY IFOOD 13/12,Comida
MOBILEPAG TIT 7753249020,Contas
RSCCSCARREFOUR S14/12,Supermercado
PAY IFOOD 14/12,Comida
DA COMGAS 48353698,Contas
PAG*KRA 15/12,Fixo
BETO PAIXAO15/12,Final de Semana
PAY IFOOD 15/12,Comida
DA VIVO FIXO 9324810660,Contas
PAY IFOOD 17/12,Comida
PAY HOTEL E RES18/12,Comida
PAY CHEIRIN BAO18/12,Comida
THE BAR BAR16/12,Comida
PAY PAO DE MACA19/12,Comida
PIX TRANSF ELIANA 20/12,Final de Semana
PAY IFOOD 20/12,Comida
PAY MIRANTE PRA20/12,Comida
EVO Thais Pa2112,Medico
PAY IFD*JOSE RO21/12,Comida
PAY HAMB DO SEU21/12,Comida
PAY IFOOD 22/12,Comida
PAY PAG*WALTERG22/12,Fixo
PAY QUINKAS BAR22/12,Comida
ON IFD*50 340 42612,Comida
ON IFD*MEIRE BO2312,Comida
ON IFD*LANCHONE2312,Comida
PAY CARREFOUR S23/12,Supermercado
PAY COOP 07 IND26/12,Supermercado
ON IFD*RESTAURA2712,Comida
CINEMARK MO27/12,Final de Semana
CARREFOUR 382712,Supermercado
ON IFD*VO LUIZA2812,Comida
ON IFD*RESTAURA2812,Comida
ON IFD*LANCHONE2812,Comida
SACOMA POIN28/12,Comida
CADILLAC BBQ2912,Comida
PAY MARINHO VAL29/12,Comida
ON 3012,Comida
ON IFD*LANCHONE3012,Comida
ON IFD*RESTAURA3112,Comida
DA ELETROPAULO 56301179,Contas
AMERICANAS *FIT IN 04/08 MONTEIRO,Nerdisse
ALURA 03/12 SAO PAULO BR,Nerdisse
BLOX COBRANC*DESM 03/06 COLOMBO BR,Casa
ANUIDADE DIFERENCIADA 12/12,Fixo
Amazon Kindle Unltd SAO PAULO BR,Nerdisse
AmazonPrimeBR SAO PAULO BR,Nerdisse
Disney Plus SAO PAULO BR,Nerdisse
GOL LINHAS A*MRVH 01/05 SAO PAULO,Final de Semana
DECOLAR BARUERI BR,Final de Semana
NETFLIX.COM SAO PAULO BR,Nerdisse
APPLE.COM/BILL SAO PAULO BR,Nerdisse
DM*HELPHBOMAXCOM SAO PAULO BR,Nerdisse
UBER* TRIP OSASCO BR,Carro
SERVICOS CLA*119657134 RIO DE JANE,Comida
Uber *UBER *TRIP Sao Paulo BR,Carro
Uber *UBER *TRIP Sao Paulo BR,Carro
EBN *SPOTIFY CURITIBA BR,Nerdisse
ABISMO ANHUMAS BONITO BR,Final de Semana
Glovo 1,Comida
tarifa,Fixo
almoco,Comida
AMERICANAS *FIT IN 05/08 MONTEIRO,Nerdisse
ALURA 04/12,Nerdisse
BLOX COBRANC*DESM 04/06,Casa
GOL LINHAS A*MRVH 02/05,Final de Semana
ANUIDADE DIFERENCIADA 01/12,Fixo
UBER* TRIP,Carro
ME PAY SOLUCOES FINANC NOVA LIMA,Comida
LOCALIZA RAC ACCAE0 SAO CAETANO,Carro
ZIG THE GLOBAL FUNTECH,Final de Semana
PAG*PontoD,Comida
Uber *UBER *TRIP,Carro
Amazon Kindle Unltd,Nerdisse
AmazonPrimeBR,Nerdisse
MISURINA CAFE LTDA EPP,Comida
MAC PARK,Carro
CARREFOUR PAN,Supermercado
Disney Plus,Nerdisse
Microsoft*Store,Nerdisse
Uber *UBER *TRIP,Carro
NETFLIX ENTRETENIMENTO,Nerdisse
UBER* TRIP,Carro
AMAZON MARKETPLACE 01/10,Nerdisse
CARREFOUR PAN,Supermercado
APPLE.COM/BILL,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
Uber *UBER *TRIP,Carro
PAG*XsollaEpic,Nerdisse
SERVICOS CLA*119657134,Carro
EBN*SPOTIFY,Nerdisse
LOCALIZA RAC ACCAE0,Carro
RSCSSNOVA SANTA 02/01,Fixo
PAY  MERCADO MAX02/01,Comida
TED INTcba98176,Fixo
DA  VIVO FIXO 9324810660,Contas
PAG TIT INT 775324902000,Fixo
DA  COMGAS 48353698,Contas
DA  ELETROPAULO 56301179,Contas
Saque,Comida
Glovo 1,Comida
Glovo 2,Comida
Glovo Prime,Fixo
Glovo 29JAN BR5BSLFKD Lisbon ES,Comida
UBER TRIP,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 28JAN BRFAPVEG1 Lisbon ES,Comida
CORTES DE LISBOA BRAGA,Fixo
PARQUE CAFETARIA BRAGA,Comida
CONTINENTE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 26JAN BRKWRUCXP Lisbon ES,Comida
"PAG SERV 21796/279932442 AGEREEMP.DE AGUAS,EFL",Contas
TOMATINO NOVA ARCADABRAGA,Comida
IMPOSTO DO SELO,Fixo
BCP4758828DISPONIBILIZACAO CARTAO DEBITO  47588,Fixo
Glovo 25JAN BRGRUKZHP,Comida
Glovo 24JAN BR9RWURUD,Comida
Glovo 24JAN BRCGDCDTT,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 23JAN BRAZZZ1HK,Comida
Glovo 23JAN BRJYYKBF8,Comida
DD PT34100781 EDP COMERCIAL C 16010011942146,Contas
Glovo 22JAN BRY1KWJ7G,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 21JAN BRKV7F6KX,Comida
CONTINENTE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 19JAN BRP7ZJYB1,Comida
Glovo 18JAN BRVSKPCMK,Comida
Glovo 18JAN BRMNDYW5V,Comida
Glovo 17JAN BRFE5G19B,Comida
Glovo 17JAN BRX1LRJ1M,Comida
Glovo 16JAN BRA1NSCKG,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20240126417,Fixo
Glovo 15JAN BRKXJLKPN,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 14JAN BR271E6W1,Comida
CONTINENTE BRAGA BRAGA,Supermercado
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 13JAN BRZMDCYZJ,Comida
Glovo 12JAN BR4NALCAF,Comida
Glovo 12JAN BRWZDPGA5,Comida
Glovo 12JAN BRKZ8S5WX,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
WORTEN BRAGA NOVA BRAGA,Casa
Glovo 11JAN BRY7B6X38,Comida
Glovo 11JAN BRV99HPKL,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 122023,Fixo
Glovo 10JAN BRBLU11SP,Comida
MEDIA MARKT BRAGA BRAGA,Nerdisse
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 09JAN BR1P7UKWU,Comida
Glovo 08JAN BRGBUR9M6,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
PINGO DOCE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 07JAN BRASX3BTD,Comida
MUNDO DO CAFE BRAGA PR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 06JAN BR8NNPWMB,Comida
Glovo 06JAN BRKRTC5RL,Comida
Glovo 05JAN BRM2E33SA,Comida
Glovo 05JAN BRGLDMSL1,Comida
TRF P/ Lucinda dona da casa,Contas
LEV ATM 8281 CCAM  PORTO Shopping Domus,Saques
Glovo 27FEB BR1C2KBMA,Comida
Glovo 27FEB BRZPLC3EA,Comida
Glovo 26FEB BRJ1LV1QX,Comida
Glovo 24FEB BRVAEXZES,Comida
Glovo 24FEB BR5F8YKW7,Comida
WORTEN BRAGA FROSSOS PT,Casa
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 23FEB BRAFLGBMG,Comida
Glovo 23FEB BRLC1CSGU,Comida
DD PT34100781 EDP COMERCIALC 16010011942146,Contas
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20240405595,Fixo
Glovo 22FEB BR5223VRJ,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 21FEB BRWJ6QGA2,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 20FEB BRWNUZ4HG,Comida
Glovo 19FEB BR1DYB1JV,Comida
Glovo 18FEB BRLJVXPZA,Comida
Glovo 17FEB BRQUYXEK8,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 15FEB BRU5GKLHR,Comida
Glovo 15FEB BR5TQ7LV2,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
SUMUP OKPC BRAGA PT,Nerdisse
Glovo 14FEB BRFEZZR35,Comida
Glovo 14FEB BRNAMVPB6,Comida
Glovo 13FEB BRCAPZQ1J,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 12FEB BRRTMSBXM,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
Glovo 11FEB BRN7UHVWM,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 09FEB BRE2GDLHR,Comida
Glovo 09FEB BR1TZCUZ2,Comida
Glovo 08FEB BRUSP4WNZ,Comida
"PAG SERV 21796/285866542 AGEREEMP.DE AGUAS,EFL",Contas
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 012024,Fixo
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 07FEB BRACLLY2T,Comida
Glovo 07FEB BR911ZHNG,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 06FEB BRYBZQYWJ,Comida
Glovo 06FEB BRDPABHYE,Comida
Glovo 05FEB BRNWCERCL,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 04FEB BRFVK9ABE,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 03FEB BRPKSRJ81,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 02FEB BR3QVVK7W,Comida
Glovo 02FEB BRYNL11BN,Comida
TRF P/ Lucinda dona da casa,Contas
Glovo 01FEB BRET1QX14,Comida
Glovo 01FEB BRNT1WZFM,Comida
Glovo 01FEB BREGUDLSJ,Comida
Glovo 31JAN BRWLN1TFU,Comida
Glovo 31JAN BRW6ERKFE,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 30JAN BR7PF9FMM,Comida
Glovo 30JAN BRSQ3MHJ9,Comida
Glovo GLOVO PRIME,Fixo
Glovo GLOVO PRIME,Fixo
Avis RentACar,Carro
ONLY FANS,Nerdisse
ONLY FANS,Nerdisse
ONLY FANS,Nerdisse
Avis RentACar,Carro
Glovo GLOVO PRIME,Fixo
Avis RentACar,Carro
Avis RentACar,Carro
Glovo 27MAR BRLLVSDMK,Comida
Glovo 27MAR BRZVKSGNL,Comida
Glovo 27MAR BRLQ5LZ5Z,Comida
Glovo 26MAR BR7LTJ1XD,Comida
Glovo 25MAR BR1R3FNC6,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 24MAR BRYNMPLC3,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 23MAR BR4L6RLUB,Comida
Glovo 22MAR BRJCLPKCU,Comida
FRIGIDEIRAS DA PRC BRAG,Comida
FRIGIDEIRAS DA PRC BRAG,Comida
UBR PENDING.UBER.COM,Carro
Glovo 21MAR BRFMXGMMY,Comida
Glovo 20MAR BRA14JQ4E,Comida
Glovo 20MAR BRZG2EFVR,Comida
DD PT34100781 EDP COMERCIAL C 16010011942146,Contas
UBR PENDING.UBER.COM,Carro
BOLT.EU O 2403191832 Tallinn EE,Carro
Glovo 19MAR BRN7KYTCR,Comida
Glovo 18MAR BRJCLVLQL,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 17MAR BRDYV1LZ1,Comida
IKEA BRAGA CAIXAS ECO B,Casa
Glovo 16MAR BRMAE1EJZ,Comida
LIVRARIA BERTRAND BRAGA,Nerdisse
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 15MAR BRJ39PNT8,Comida
Glovo 14MAR BRSCT4UA4,Comida
Glovo 13MAR BREV9PR59,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 12MAR BRCVUAMMA,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 11MAR BRPMTZLD1,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 10MAR BRVLDLKME,Comida
Glovo 09MAR BRUVEWZQY,Comida
Glovo 09MAR BRETS1R2X,Comida
Glovo 08MAR BRSSTJRR7,Comida
Glovo 07MAR BRT5CRR1W,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 022024,Fixo
Glovo 06MAR BRW81GYAM,Comida
Glovo 05MAR BRA1YA169,Comida
Glovo 05MAR BRLLTSWY5,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
Glovo 04MAR BRUTKLVSH,Comida
LEV ATM 8281 BCP   Braga         Rua Bernardo S,Saques
TRF P/ Lucinda dona da casa,Contas
BRAGA RIO LOJA 306 BRAG,Comida
TOMATINO NOVA ARCADA BR,Comida
Glovo 02MAR BRXU49SL2,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 01MAR BRUB1VEW7,Comida
Glovo 29FEB BRD31EDZZ,Comida
Glovo 29FEB BRSNSAY98,Comida
JERONYMO DOMUS TRIND PO,Saques
Glovo 28FEB BRLKTBX7M,Comida
Glovo 28FEB BRALQWYLX,Comida
Glovo 24APR BRGNA1EPC,Comida
Glovo 24APR BRAKKMD45,Comida
PARQUE CAFETARIA BRAGA,Comida
FNAC BRAGA BRAGA PT,Nerdisse
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
TOMATINO BRAGA PARQU BR,Comida
Glovo 23APR BR48CM1A4,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 22APR BRN6YH68T,Comida
DD PT34100781 EDP COMERCIAL C 16010011942146,Contas
UBER TRIP,Carro
UBR PENDING.UBER.COM,Carro
UBER TRIP,Carro
UBER TRIP,Carro
Glovo 21APR BRFLHRKEH,Comida
Glovo 21APR BRLHQSZHB,Comida
CONTINENTE BRAGA BRAGA,Supermercado
CORTES DE LISBOA BRAGA,Fixo
UBER TRIP HELP.UBER.COMNL,Carro
UBER TRIP HELP.UBER.COMNL,Carro
Glovo 19APR BRCESGCF1,Comida
Glovo 19APR BRBVC3NMG,Comida
HUSSEL BRAGA PARQUE BRA,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 18APR BR1PWMVNP,Comida
Glovo 18APR BRVNVYXUY,Comida
Glovo 17APR BRY3SP433,Comida
FNAC BRAGA 4710427 BRAGA,Nerdisse
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 16APR BR1LQYZS7,Comida
Glovo 15APR BRCW8QVHB,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 14APR BRDU4VQK4,Comida
IKEA BRAGA CAIXAS ECO B,Casa
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 12APR BRBHC21JF,Comida
Glovo 12APR BRBYFA1NZ,Comida
LA ROTISSERIE BRAGA,Comida
Glovo 11APR BRSKMTPLF,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 10APR BR7JCYVVH,Comida
Glovo 10APR BRNFPQBLL,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 09APR BR18WJBTZ,Comida
Glovo 09APR BRHETKJ1H,Comida
"LEV ATM 8281 CGD   Maximinos     R Caires, 58",Saques
Glovo 08APR BRCUA91E2,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBER TRIP,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 06APR BR9UCWD8F,Comida
Glovo 05APR BRWSQWK14,Comida
Glovo 05APR BRH21EL9B,Comida
TRF P/ Lucinda dona da casa,Contas
"PAG SERV 21796/298376442 AGEREEMP.DE AGUAS,EFL",Contas
Glovo 04APR BRTBFJU1J,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 032024,Fixo
EST SERVICO SANTOS DA CUNHA 6  BRA,Carro
Glovo 03APR BRLECLYKM,Comida
PIZZA HUT B. ARCADA BRA,Comida
Glovo 02APR BRRTSVAGA,Comida
CIN BRAGA PARQUE BRAGA,Final de Semana
RESTAURANTE TRINCAS BRA,Comida
Glovo 31MAR BRSAYTJF5,Comida
CONTINENTE BRAGA BRAGA,Supermercado
RAUL EDGAR UNIP LDA BRA,Carro
FNAC BRAGA BRAGA PT,Nerdisse
H3 NOVA ARCADA BRAGA PT,Comida
AMERICANAS *FIT IN 06/08 MONTEIRO,Casa
ALURA 05/12,Nerdisse
BLOX COBRANC*DESM 05/06 COLOMBO,Casa
GOL LINHAS A*MRVH 03/05,Final de Semana
AMAZON MARKETPLACE 02/10,Nerdisse
Uber *UBER *TRIP,Carro
UBER* TRIP,Carro
Uber *UBER *TRIP,Carro
Amazon Kindle Unltd,Nerdisse
AmazonPrimeBR,Nerdisse
UBER* TRIP,Carro
Disney Plus,Nerdisse
NETFLIX ENTRETENIMENTO,Nerdisse
APPLE.COM/BILL,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
EBN*SPOTIFY CURITIBA,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
UBER *TRIP HELP.UBER.COM NL,Carro
UBER *TRIP HELP.UBER.COM NL,Carro
